3.200000000000000000e+01,2.400000000000000000e+01,3.333333333333333570e+01
3.200000000000000000e+01,2.500000000000000000e+01,3.333333333333333570e+01
3.200000000000000000e+01,2.700000000000000000e+01,3.333333333333333570e+01
3.400000000000000000e+01,2.500000000000000000e+01,4.000000000000000000e+01
3.400000000000000000e+01,2.800000000000000000e+01,4.000000000000000000e+01
3.400000000000000000e+01,2.100000000000000000e+01,2.000000000000000000e+01
3.500000000000000000e+01,2.800000000000000000e+01,5.000000000000000000e+01
3.500000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+01
3.900000000000000000e+01,2.900000000000000000e+01,5.000000000000000000e+01
3.900000000000000000e+01,2.200000000000000000e+01,5.000000000000000000e+01
1.900000000000000000e+01,2.000000000000000000e+01,2.500000000000000000e+01
1.900000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+01
1.900000000000000000e+01,2.200000000000000000e+01,2.500000000000000000e+01
2.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01
2.000000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+01
2.000000000000000000e+01,2.200000000000000000e+01,4.000000000000000000e+01
2.100000000000000000e+01,3.400000000000000000e+01,2.857142857142857206e+00
2.100000000000000000e+01,3.500000000000000000e+01,2.857142857142857206e+00
2.100000000000000000e+01,2.100000000000000000e+01,1.714285714285714235e+01
2.100000000000000000e+01,2.200000000000000000e+01,2.285714285714285765e+01
2.100000000000000000e+01,2.300000000000000000e+01,1.142857142857142883e+01
2.100000000000000000e+01,2.400000000000000000e+01,8.571428571428571175e+00
2.100000000000000000e+01,2.500000000000000000e+01,8.571428571428571175e+00
2.100000000000000000e+01,2.600000000000000000e+01,5.714285714285714413e+00
2.100000000000000000e+01,2.700000000000000000e+01,2.857142857142857206e+00
2.100000000000000000e+01,2.800000000000000000e+01,1.142857142857142883e+01
2.100000000000000000e+01,2.900000000000000000e+01,2.857142857142857206e+00
2.100000000000000000e+01,3.000000000000000000e+01,2.857142857142857206e+00
2.200000000000000000e+01,3.000000000000000000e+01,2.857142857142857206e+00
2.200000000000000000e+01,2.000000000000000000e+01,5.714285714285714413e+00
2.200000000000000000e+01,2.100000000000000000e+01,1.428571428571428648e+01
2.200000000000000000e+01,2.300000000000000000e+01,5.714285714285714413e+00
2.200000000000000000e+01,2.400000000000000000e+01,1.142857142857142883e+01
2.200000000000000000e+01,2.500000000000000000e+01,1.714285714285714235e+01
2.200000000000000000e+01,2.600000000000000000e+01,1.428571428571428648e+01
2.200000000000000000e+01,2.700000000000000000e+01,5.714285714285714413e+00
2.200000000000000000e+01,2.800000000000000000e+01,1.428571428571428648e+01
2.200000000000000000e+01,2.900000000000000000e+01,5.714285714285714413e+00
2.200000000000000000e+01,3.900000000000000000e+01,2.857142857142857206e+00
2.300000000000000000e+01,2.100000000000000000e+01,1.379310344827586121e+01
2.300000000000000000e+01,2.200000000000000000e+01,6.896551724137930606e+00
2.300000000000000000e+01,2.300000000000000000e+01,2.758620689655172242e+01
2.300000000000000000e+01,2.400000000000000000e+01,6.896551724137930606e+00
2.300000000000000000e+01,2.500000000000000000e+01,1.724137931034482918e+01
2.300000000000000000e+01,2.600000000000000000e+01,1.034482758620689680e+01
2.300000000000000000e+01,2.700000000000000000e+01,3.448275862068965303e+00
2.300000000000000000e+01,2.800000000000000000e+01,1.379310344827586121e+01
2.400000000000000000e+01,3.200000000000000000e+01,4.347826086956521507e+00
2.400000000000000000e+01,2.100000000000000000e+01,1.304347826086956452e+01
2.400000000000000000e+01,2.200000000000000000e+01,1.739130434782608603e+01
2.400000000000000000e+01,2.300000000000000000e+01,8.695652173913043015e+00
2.400000000000000000e+01,2.500000000000000000e+01,1.304347826086956452e+01
2.400000000000000000e+01,2.600000000000000000e+01,8.695652173913043015e+00
2.400000000000000000e+01,2.700000000000000000e+01,1.739130434782608603e+01
2.400000000000000000e+01,2.800000000000000000e+01,1.304347826086956452e+01
2.400000000000000000e+01,3.000000000000000000e+01,4.347826086956521507e+00
2.500000000000000000e+01,3.200000000000000000e+01,1.960784313725490113e+00
2.500000000000000000e+01,3.400000000000000000e+01,3.921568627450980227e+00
2.500000000000000000e+01,2.100000000000000000e+01,5.882352941176471006e+00
2.500000000000000000e+01,2.200000000000000000e+01,1.176470588235294201e+01
2.500000000000000000e+01,2.300000000000000000e+01,9.803921568627451677e+00
2.500000000000000000e+01,2.400000000000000000e+01,5.882352941176471006e+00
2.500000000000000000e+01,2.500000000000000000e+01,2.352941176470588402e+01
2.500000000000000000e+01,2.600000000000000000e+01,9.803921568627451677e+00
2.500000000000000000e+01,2.700000000000000000e+01,7.843137254901960453e+00
2.500000000000000000e+01,2.800000000000000000e+01,1.372549019607843057e+01
2.500000000000000000e+01,2.900000000000000000e+01,5.882352941176471006e+00
2.600000000000000000e+01,2.100000000000000000e+01,8.000000000000000000e+00
2.600000000000000000e+01,2.200000000000000000e+01,2.000000000000000000e+01
2.600000000000000000e+01,2.300000000000000000e+01,1.200000000000000000e+01
2.600000000000000000e+01,2.400000000000000000e+01,8.000000000000000000e+00
2.600000000000000000e+01,2.500000000000000000e+01,2.000000000000000000e+01
2.600000000000000000e+01,2.600000000000000000e+01,8.000000000000000000e+00
2.600000000000000000e+01,2.700000000000000000e+01,4.000000000000000000e+00
2.600000000000000000e+01,2.800000000000000000e+01,1.200000000000000000e+01
2.600000000000000000e+01,2.900000000000000000e+01,4.000000000000000000e+00
2.600000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+00
2.700000000000000000e+01,3.200000000000000000e+01,5.000000000000000000e+00
2.700000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+00
2.700000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+01
2.700000000000000000e+01,2.300000000000000000e+01,5.000000000000000000e+00
